"username","kategori","pengikut","gmv","produk_terjual","rata_rata_tayangan","tingkat_interaksi","nomor_kontak","nomor_whatsapp","gmv_per_pembeli","gmv_harian","gmv_mingguan","gmv_bulanan","detail_url","scraped_at"
"user_32","Fashion","1032","100032.0","132","532","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/32","2026-04-21T23:19:37.566641"
"user_33","Fashion","1033","100033.0","133","533","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/33","2026-04-21T23:19:37.566641"
"user_34","Fashion","1034","100034.0","134","534","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/34","2026-04-21T23:19:37.566641"
"user_35","Fashion","1035","100035.0","135","535","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/35","2026-04-21T23:19:37.566641"
"user_36","Fashion","1036","100036.0","136","536","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/36","2026-04-21T23:19:37.566641"
"user_37","Fashion","1037","100037.0","137","537","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/37","2026-04-21T23:19:37.566641"
"user_38","Fashion","1038","100038.0","138","538","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/38","2026-04-21T23:19:37.566641"
"user_39","Fashion","1039","100039.0","139","539","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/39","2026-04-21T23:19:37.566641"
"user_40","Fashion","1040","100040.0","140","540","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/40","2026-04-21T23:19:37.566641"
"user_41","Fashion","1041","100041.0","141","541","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/41","2026-04-21T23:19:37.566641"
"user_42","Fashion","1042","100042.0","142","542","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/42","2026-04-21T23:19:37.566641"
"user_43","Fashion","1043","100043.0","143","543","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/43","2026-04-21T23:19:37.566641"
"user_44","Fashion","1044","100044.0","144","544","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/44","2026-04-21T23:19:37.566641"
"user_45","Fashion","1045","100045.0","145","545","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/45","2026-04-21T23:19:37.566641"
"user_46","Fashion","1046","100046.0","146","546","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/46","2026-04-21T23:19:37.566641"
"user_47","Fashion","1047","100047.0","147","547","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/47","2026-04-21T23:19:37.566641"
"user_48","Fashion","1048","100048.0","148","548","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/48","2026-04-21T23:19:37.566641"
"user_49","Fashion","1049","100049.0","149","549","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/49","2026-04-21T23:19:37.566641"
"user_50","Fashion","1050","100050.0","150","550","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/50","2026-04-21T23:19:37.566641"
"user_51","Fashion","1051","100051.0","151","551","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/51","2026-04-21T23:19:37.566641"
"user_52","Fashion","1052","100052.0","152","552","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/52","2026-04-21T23:19:37.566641"
"user_53","Fashion","1053","100053.0","153","553","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/53","2026-04-21T23:19:37.566641"
"user_54","Fashion","1054","100054.0","154","554","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/54","2026-04-21T23:19:37.566641"
"user_55","Fashion","1055","100055.0","155","555","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/55","2026-04-21T23:19:37.566641"
"user_56","Fashion","1056","100056.0","156","556","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/56","2026-04-21T23:19:37.566641"
"user_57","Fashion","1057","100057.0","157","557","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/57","2026-04-21T23:19:37.566641"
"user_58","Fashion","1058","100058.0","158","558","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/58","2026-04-21T23:19:37.566641"
"user_59","Fashion","1059","100059.0","159","559","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/59","2026-04-21T23:19:37.566641"
"user_60","Fashion","1060","100060.0","160","560","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/60","2026-04-21T23:19:37.566641"
"user_61","Fashion","1061","100061.0","161","561","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/61","2026-04-21T23:19:37.566641"
"user_62","Fashion","1062","100062.0","162","562","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/62","2026-04-21T23:19:37.566641"
"user_63","Fashion","1063","100063.0","163","563","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/63","2026-04-21T23:19:37.566641"
"user_64","Fashion","1064","100064.0","164","564","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/64","2026-04-21T23:19:37.566641"
"user_65","Fashion","1065","100065.0","165","565","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/65","2026-04-21T23:19:37.566641"
"user_66","Fashion","1066","100066.0","166","566","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/66","2026-04-21T23:19:37.566641"
"user_67","Fashion","1067","100067.0","167","567","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/67","2026-04-21T23:19:37.566641"
"user_68","Fashion","1068","100068.0","168","568","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/68","2026-04-21T23:19:37.566641"
"user_69","Fashion","1069","100069.0","169","569","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/69","2026-04-21T23:19:37.566641"
"user_70","Fashion","1070","100070.0","170","570","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/70","2026-04-21T23:19:37.566641"
"user_71","Fashion","1071","100071.0","171","571","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/71","2026-04-21T23:19:37.566641"
"user_72","Fashion","1072","100072.0","172","572","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/72","2026-04-21T23:19:37.566641"
"user_73","Fashion","1073","100073.0","173","573","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/73","2026-04-21T23:19:37.566641"
"user_74","Fashion","1074","100074.0","174","574","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/74","2026-04-21T23:19:37.566641"
"user_75","Fashion","1075","100075.0","175","575","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/75","2026-04-21T23:19:37.566641"
"user_76","Fashion","1076","100076.0","176","576","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/76","2026-04-21T23:19:37.566641"
"user_77","Fashion","1077","100077.0","177","577","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/77","2026-04-21T23:19:37.566641"
"user_78","Fashion","1078","100078.0","178","578","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/78","2026-04-21T23:19:37.566641"
"user_79","Fashion","1079","100079.0","179","579","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/79","2026-04-21T23:19:37.566641"
"user_80","Fashion","1080","100080.0","180","580","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/80","2026-04-21T23:19:37.566641"
"user_81","Fashion","1081","100081.0","181","581","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/81","2026-04-21T23:19:37.566641"
"user_82","Fashion","1082","100082.0","182","582","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/82","2026-04-21T23:19:37.566641"
"user_83","Fashion","1083","100083.0","183","583","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/83","2026-04-21T23:19:37.566641"
"user_84","Fashion","1084","100084.0","184","584","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/84","2026-04-21T23:19:37.566641"
"user_85","Fashion","1085","100085.0","185","585","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/85","2026-04-21T23:19:37.566641"
"user_86","Fashion","1086","100086.0","186","586","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/86","2026-04-21T23:19:37.566641"
"user_87","Fashion","1087","100087.0","187","587","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/87","2026-04-21T23:19:37.566641"
"user_88","Fashion","1088","100088.0","188","588","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/88","2026-04-21T23:19:37.566641"
"user_89","Fashion","1089","100089.0","189","589","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/89","2026-04-21T23:19:37.566641"
"user_90","Fashion","1090","100090.0","190","590","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/90","2026-04-21T23:19:37.566641"
"user_91","Fashion","1091","100091.0","191","591","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/91","2026-04-21T23:19:37.566641"
"user_92","Fashion","1092","100092.0","192","592","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/92","2026-04-21T23:19:37.566641"
"user_93","Fashion","1093","100093.0","193","593","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/93","2026-04-21T23:19:37.566641"
"user_94","Fashion","1094","100094.0","194","594","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/94","2026-04-21T23:19:37.566641"
"user_95","Fashion","1095","100095.0","195","595","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/95","2026-04-21T23:19:37.566641"
"user_96","Fashion","1096","100096.0","196","596","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/96","2026-04-21T23:19:37.566641"
"user_97","Fashion","1097","100097.0","197","597","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/97","2026-04-21T23:19:37.566641"
"user_98","Fashion","1098","100098.0","198","598","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/98","2026-04-21T23:19:37.566641"
"user_99","Fashion","1099","100099.0","199","599","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/99","2026-04-21T23:19:37.566641"
"user_100","Fashion","1100","100100.0","200","600","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/100","2026-04-21T23:19:37.566641"
"user_101","Fashion","1101","100101.0","201","601","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/101","2026-04-21T23:19:37.566641"
"user_102","Fashion","1102","100102.0","202","602","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/102","2026-04-21T23:19:37.566641"
"user_103","Fashion","1103","100103.0","203","603","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/103","2026-04-21T23:19:37.566641"
"user_104","Fashion","1104","100104.0","204","604","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/104","2026-04-21T23:19:37.566641"
"user_105","Fashion","1105","100105.0","205","605","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/105","2026-04-21T23:19:37.566641"
"user_106","Fashion","1106","100106.0","206","606","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/106","2026-04-21T23:19:37.566641"
"user_107","Fashion","1107","100107.0","207","607","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/107","2026-04-21T23:19:37.566641"
"user_108","Fashion","1108","100108.0","208","608","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/108","2026-04-21T23:19:37.566641"
"user_109","Fashion","1109","100109.0","209","609","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/109","2026-04-21T23:19:37.566641"
"user_110","Fashion","1110","100110.0","210","610","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/110","2026-04-21T23:19:37.566641"
"user_111","Fashion","1111","100111.0","211","611","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/111","2026-04-21T23:19:37.566641"
"user_112","Fashion","1112","100112.0","212","612","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/112","2026-04-21T23:19:37.566641"
"user_113","Fashion","1113","100113.0","213","613","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/113","2026-04-21T23:19:37.566641"
"user_114","Fashion","1114","100114.0","214","614","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/114","2026-04-21T23:19:37.566641"
"user_115","Fashion","1115","100115.0","215","615","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/115","2026-04-21T23:19:37.566641"
"user_116","Fashion","1116","100116.0","216","616","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/116","2026-04-21T23:19:37.566641"
"user_117","Fashion","1117","100117.0","217","617","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/117","2026-04-21T23:19:37.566641"
"user_118","Fashion","1118","100118.0","218","618","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/118","2026-04-21T23:19:37.566641"
"user_119","Fashion","1119","100119.0","219","619","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/119","2026-04-21T23:19:37.566641"
"user_120","Fashion","1120","100120.0","220","620","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/120","2026-04-21T23:19:37.566641"
"user_121","Fashion","1121","100121.0","221","621","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/121","2026-04-21T23:19:37.566641"
"user_122","Fashion","1122","100122.0","222","622","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/122","2026-04-21T23:19:37.566641"
"user_123","Fashion","1123","100123.0","223","623","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/123","2026-04-21T23:19:37.566641"
"user_124","Fashion","1124","100124.0","224","624","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/124","2026-04-21T23:19:37.566641"
"user_125","Fashion","1125","100125.0","225","625","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/125","2026-04-21T23:19:37.566641"
"user_126","Fashion","1126","100126.0","226","626","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/126","2026-04-21T23:19:37.566641"
"user_127","Fashion","1127","100127.0","227","627","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/127","2026-04-21T23:19:37.566641"
"user_128","Fashion","1128","100128.0","228","628","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/128","2026-04-21T23:19:37.566641"
"user_129","Fashion","1129","100129.0","229","629","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/129","2026-04-21T23:19:37.566641"
"user_130","Fashion","1130","100130.0","230","630","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/130","2026-04-21T23:19:37.566641"
"user_131","Fashion","1131","100131.0","231","631","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/131","2026-04-21T23:19:37.566641"
"user_132","Fashion","1132","100132.0","232","632","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/132","2026-04-21T23:19:37.566641"
"user_133","Fashion","1133","100133.0","233","633","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/133","2026-04-21T23:19:37.566641"
"user_134","Fashion","1134","100134.0","234","634","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/134","2026-04-21T23:19:37.566641"
"user_135","Fashion","1135","100135.0","235","635","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/135","2026-04-21T23:19:37.566641"
"user_136","Fashion","1136","100136.0","236","636","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/136","2026-04-21T23:19:37.566641"
"user_137","Fashion","1137","100137.0","237","637","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/137","2026-04-21T23:19:37.566641"
"user_138","Fashion","1138","100138.0","238","638","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/138","2026-04-21T23:19:37.566641"
"user_139","Fashion","1139","100139.0","239","639","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/139","2026-04-21T23:19:37.566641"
"user_140","Fashion","1140","100140.0","240","640","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/140","2026-04-21T23:19:37.566641"
"user_141","Fashion","1141","100141.0","241","641","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/141","2026-04-21T23:19:37.566641"
"user_142","Fashion","1142","100142.0","242","642","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/142","2026-04-21T23:19:37.566641"
"user_143","Fashion","1143","100143.0","243","643","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/143","2026-04-21T23:19:37.566641"
"user_144","Fashion","1144","100144.0","244","644","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/144","2026-04-21T23:19:37.566641"
"user_145","Fashion","1145","100145.0","245","645","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/145","2026-04-21T23:19:37.566641"
"user_146","Fashion","1146","100146.0","246","646","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/146","2026-04-21T23:19:37.566641"
"user_147","Fashion","1147","100147.0","247","647","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/147","2026-04-21T23:19:37.566641"
"user_148","Fashion","1148","100148.0","248","648","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/148","2026-04-21T23:19:37.566641"
"user_149","Fashion","1149","100149.0","249","649","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/149","2026-04-21T23:19:37.566641"
"user_150","Fashion","1150","100150.0","250","650","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/150","2026-04-21T23:19:37.566641"
"user_151","Fashion","1151","100151.0","251","651","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/151","2026-04-21T23:19:37.566641"
"user_152","Fashion","1152","100152.0","252","652","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/152","2026-04-21T23:19:37.566641"
"user_153","Fashion","1153","100153.0","253","653","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/153","2026-04-21T23:19:37.566641"
"user_154","Fashion","1154","100154.0","254","654","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/154","2026-04-21T23:19:37.566641"
"user_155","Fashion","1155","100155.0","255","655","2.5","","","15000.0","50000.0","350000.0","1500000.0","https://affiliate-id.tokopedia.com/creator/155","2026-04-21T23:19:37.566641"
